DAY_OF_MONTH,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_DELAY
24,8,1515,EWR,AUS,-5
24,8,1727,EWR,DEN,-4
24,8,4508,EWR,DEN,102
24,8,6146,EWR,DEN,-6
24,8,202,EWR,MCO,0
24,8,1121,EWR,MCO,32
24,8,783,EWR,MDW,78
24,8,788,EWR,MDW,-2
24,8,790,EWR,MDW,17
24,8,1695,EWR,MDW,-5
24,8,1790,EWR,MDW,-6
24,8,1806,EWR,PHX,62
24,8,339,EWR,STL,109
24,8,784,EWR,STL,-4
24,8,339,MCO,EWR,128
24,8,1515,MCO,EWR,-5
24,8,134,MDW,EWR,57
24,8,782,MDW,EWR,21
24,8,789,MDW,EWR,26
24,8,1827,MDW,EWR,19
24,8,1960,MDW,EWR,-5
24,8,1765,PHX,EWR,56
24,8,1731,STL,EWR,-5
24,8,4654,STL,EWR,-4
24,9,952,DFW,EWR,-4
24,9,1037,EWR,MIA,32
24,9,1037,MIA,EWR,-2
24,9,1056,ORD,EWR,-6
24,9,1726,EWR,CLT,16
24,9,1757,CLT,EWR,17
24,9,1778,PHX,EWR,15
24,9,1830,EWR,CLT,-3
24,9,1842,EWR,CLT,-14
24,9,2578,EWR,ORD,-8
24,11,5,EWR,FLL,2
24,11,6,FLL,EWR,-4
24,11,12,RSW,EWR,138
24,11,27,EWR,MCO,19
24,11,28,MCO,EWR,-9
24,11,127,EWR,MCO,-9
24,11,205,EWR,FLL,30
24,11,211,EWR,RSW,-5
24,11,228,MCO,EWR,-3
24,11,705,EWR,FLL,54
24,11,706,FLL,EWR,6
24,11,805,EWR,FLL,5
24,11,811,EWR,RSW,-2
24,11,812,RSW,EWR,5
24,11,828,MCO,EWR,-9
24,11,927,EWR,MCO,68
24,11,928,MCO,EWR,59
24,11,1005,EWR,FLL,96
24,11,1143,EWR,PBI,-8
24,7,504,ATL,EWR,13
24,7,540,EWR,DTW,-7
24,7,575,EWR,ATL,-5
24,7,635,ATL,EWR,129
24,7,673,EWR,ATL,-8
24,7,728,ATL,EWR,-5
24,7,728,EWR,ATL,-5
24,7,1146,DTW,EWR,100
24,7,1191,ATL,EWR,-2
24,7,1352,EWR,SLC,55
24,7,1352,SLC,EWR,75
24,7,1467,ATL,EWR,36
24,7,1467,EWR,ATL,29
24,7,1636,EWR,DTW,-3
24,12,4368,STL,EWR,8
24,12,4372,DCA,EWR,60
24,12,4373,EWR,DCA,143
24,12,4374,EWR,BTV,0
24,12,4380,MHT,EWR,-10
24,12,4382,DCA,EWR,-2
24,12,4393,EWR,IND,
24,12,4395,EWR,OMA,29
24,12,4401,MKE,EWR,43
24,12,4406,EWR,FNT,
24,12,4409,RIC,EWR,27
24,12,4413,LEX,EWR,-10
24,12,4417,OMA,EWR,4
24,12,4420,ORF,EWR,-10
24,12,4421,EWR,DCA,93
24,12,4434,EWR,MHT,118
24,12,4435,JAX,EWR,110
24,12,4441,SDF,EWR,74
24,12,4455,STL,EWR,157
24,12,4457,DSM,EWR,-12
24,12,4457,EWR,LEX,-6
24,12,4458,EWR,IND,142
24,12,4459,BTV,EWR,-3
24,12,5211,DTW,EWR,0
24,12,5211,EWR,DTW,-13
24,15,1178,SFO,EWR,3
24,15,156,LAX,EWR,-6
24,15,162,LAX,EWR,37
24,15,165,EWR,LAX,0
24,15,166,LAX,EWR,34
24,15,167,EWR,LAX,-5
24,15,169,EWR,LAX,25
24,15,174,SFO,EWR,38
24,15,176,SFO,EWR,57
24,15,187,EWR,SFO,1
24,15,193,EWR,SFO,31
24,15,195,EWR,SFO,47
24,9,1598,EWR,ORD,-8
24,9,1598,PHX,EWR,68
24,9,1614,EWR,MIA,69
24,9,1649,CLT,EWR,73
24,9,1677,EWR,CLT,2
24,9,2262,EWR,DFW,-2
24,9,2294,EWR,DFW,11
24,9,2321,EWR,DFW,-7
24,9,2390,DFW,EWR,-3
24,11,1973,EWR,TPA,12
24,11,2006,FLL,EWR,-2
24,11,2074,TPA,EWR,-5
24,11,2106,FLL,EWR,36
24,11,2279,BOS,EWR,8
24,11,2280,EWR,BOS,-4
24,11,2379,BOS,EWR,2
24,11,2380,EWR,BOS,-6
24,11,2579,BOS,EWR,108
24,11,2580,EWR,BOS,89
24,11,2679,BOS,EWR,31
24,11,2680,EWR,BOS,12
24,7,1829,DTW,EWR,135
24,7,1878,ATL,EWR,72
24,7,2042,ATL,EWR,20
24,7,2042,EWR,ATL,15
24,7,2141,EWR,ATL,-2
24,7,2280,EWR,ATL,121
24,7,2343,ATL,EWR,-1
24,7,2343,EWR,ATL,0
24,7,2415,ATL,EWR,-3
24,7,2558,EWR,ATL,-7
24,7,2785,EWR,ATL,-6
24,7,2814,ATL,EWR,97
24,12,3881,ROC,EWR,15
24,12,3885,EWR,GRR,-7
24,12,3886,IND,EWR,
24,12,3898,EWR,MHT,
24,12,3899,MEM,EWR,-10
24,12,3908,EWR,GSO,221
24,12,3914,MSN,EWR,-9
24,12,3945,BNA,EWR,-6
24,12,3945,EWR,MKE,-8
24,12,3950,GSO,EWR,226
24,12,3953,CLE,EWR,-6
24,12,3954,EWR,CHS,14
24,12,3955,EWR,JAX,137
24,12,3962,EWR,ROC,16
24,12,3965,EWR,BWI,
24,12,3970,EWR,PWM,88
24,12,3989,BUF,EWR,10
24,12,3989,EWR,BTV,21
24,12,3992,IND,EWR,171
24,12,3996,EWR,STL,19
24,12,4006,EWR,DCA,91
24,12,4006,MHT,EWR,
24,12,4008,EWR,IND,13
24,12,4010,EWR,SDF,108
24,12,4016,EWR,MSN,-1
24,12,4016,FWA,EWR,-11
24,12,4022,EWR,OMA,-4
24,12,4034,EWR,GRR,-6
24,12,4039,EWR,DCA,74
24,12,4041,EWR,RIC,-10
24,12,4048,MKE,EWR,26
24,12,4056,EWR,DCA,103
24,12,4059,EWR,MKE,55
24,12,4062,EWR,DSM,38
24,12,4063,STL,EWR,-6
24,12,4070,TYS,EWR,-7
24,12,4071,CHS,EWR,78
24,12,4081,DCA,EWR,101
24,12,4082,EWR,CHA,24
24,12,4091,EWR,CAK,2
24,12,4092,CAK,EWR,-8
24,12,4099,EWR,CMH,17
24,12,5574,DTW,EWR,60
24,12,5574,EWR,DTW,17
24,10,130,MCO,EWR,-5
24,10,138,MCO,ACY,-12
24,10,140,MCO,EWR,52
24,10,149,EWR,MCO,-1
24,10,151,ACY,PBI,5
24,10,152,PBI,ACY,138
24,10,159,EWR,MCO,62
24,10,936,RSW,ACY,-13
24,10,938,RSW,ACY,-12
24,10,943,ACY,RSW,-9
24,10,945,ACY,RSW,-1
24,3,3026,ORD,EWR,105
24,3,3033,EWR,ORD,15
24,3,3093,EWR,ORD,78
24,3,3093,ORD,EWR,67
24,14,14,HNL,EWR,8
24,14,15,EWR,HNL,0
24,14,38,FLL,EWR,-2
24,14,43,DEN,EWR,-10
24,14,54,EWR,BOS,394
24,14,54,LAX,EWR,-2
24,14,66,EWR,PDX,73
24,14,117,CLE,EWR,124
24,14,130,SAN,EWR,-4
24,14,141,EWR,ORD,3
24,14,142,EWR,FLL,143
24,14,143,RSW,EWR,10
24,14,174,EWR,RSW,-3
24,14,174,MCO,EWR,-5
24,14,212,EWR,SFO,13
24,14,213,SFO,EWR,-5
24,14,224,ATL,EWR,1
24,14,233,SFO,EWR,-2
24,14,239,FLL,EWR,
24,14,275,EWR,LAX,134
24,14,280,EWR,SEA,-4
24,14,282,EWR,DEN,0
24,14,302,ATL,EWR,0
24,14,308,EWR,ORD,-3
24,14,314,DEN,EWR,10
24,14,319,EWR,MCO,-2
24,14,330,ORD,EWR,6
24,14,331,DEN,EWR,-2
24,14,336,LAS,EWR,-8
24,14,341,EWR,IAH,185
24,14,343,BOS,EWR,-4
24,14,343,EWR,PBI,-1
24,14,346,EWR,FLL,-2
24,14,356,ATL,EWR,150
24,14,362,IAH,EWR,-8
24,14,375,EWR,PBI,-4
24,14,385,EWR,IAH,-1
24,14,385,ORD,EWR,-6
24,14,414,SFO,EWR,33
24,14,415,LAX,EWR,-3
24,14,418,EWR,SFO,21
24,14,421,ATL,EWR,140
24,14,434,EWR,MCO,170
24,14,436,ORD,EWR,25
24,14,443,SFO,EWR,0
24,14,475,EWR,ATL,-3
24,14,485,EWR,DEN,-6
24,14,485,ORD,EWR,-5
24,14,488,LAX,EWR,-3
24,14,490,EWR,DFW,120
24,14,507,TPA,EWR,-4
24,14,508,EWR,IAH,-5
24,14,510,LAX,EWR,4
24,14,523,EWR,DEN,-1
24,14,524,LAS,EWR,12
24,14,535,SFO,EWR,-11
24,14,548,LAS,EWR,-9
24,14,557,IAH,EWR,-1
24,14,568,EWR,ATL,-1
24,14,577,SFO,EWR,110
24,14,581,EWR,PHX,-1
24,14,602,EWR,BOS,-4
24,14,607,BOS,EWR,55
24,14,607,EWR,ATL,30
24,14,608,EWR,PBI,-3
24,14,613,ORD,EWR,2
24,14,636,ORD,EWR,1
24,14,637,EWR,SFO,-7
24,14,646,EWR,TPA,2
24,14,663,EWR,IAH,-7
24,14,665,IAH,EWR,28
24,14,677,EWR,DFW,-6
24,14,687,EWR,IAH,80
24,14,690,MCO,EWR,31
24,14,699,EWR,FLL,-5
24,14,700,BOS,EWR,-9
24,14,704,IAH,EWR,-5
24,14,715,FLL,EWR,-13
24,14,743,EWR,ORD,0
24,14,749,DEN,EWR,0
24,14,751,EWR,LAX,-3
24,14,751,SAN,EWR,-2
24,14,754,MSP,EWR,1
24,14,755,EWR,ORD,-2
24,14,760,EWR,ORD,-8
24,14,800,EWR,SFO,-1
24,14,813,IAH,EWR,3
24,14,848,RDU,EWR,-6
24,14,897,BNA,EWR,-1
24,14,912,EWR,SFO,148
24,14,912,RSW,EWR,-7
24,14,936,IAH,EWR,-4
24,14,970,EWR,IAH,-7
24,14,977,EWR,ORD,3
24,14,991,EWR,MCO,1
24,14,994,EWR,BOS,5
24,14,1001,EWR,RSW,-8
24,14,1003,LAS,EWR,-3
24,14,1037,EWR,LAX,-4
24,14,1044,DFW,EWR,-5
24,14,1050,CLE,EWR,-6
24,14,1054,ORD,EWR,16
24,14,1058,ATL,EWR,54
24,14,1062,TPA,EWR,-2
24,14,1070,SFO,EWR,6
24,14,1071,EWR,BQN,-2
24,14,1072,JAX,EWR,3
24,14,1075,EWR,SNA,91
24,14,1075,LAS,EWR,109
24,14,1078,BOS,EWR,-5
24,14,1078,EWR,IAH,3
24,14,1081,EWR,BDL,-4
24,14,1082,EGE,EWR,10
24,14,1105,EWR,MIA,37
24,14,1115,EWR,LAS,12
24,14,1123,EWR,BNA,-9
24,14,1124,EWR,MSP,-2
24,14,1125,IAH,EWR,17
24,14,1135,EWR,MCO,8
24,14,1150,SAN,EWR,-2
24,14,1162,BQN,EWR,-9
24,14,1162,EWR,RDU,-3
24,14,1164,FLL,EWR,-3
24,14,1165,EWR,LAX,-6
24,14,1173,SJU,EWR,35
24,14,1180,EWR,ORD,86
24,14,1183,EWR,LAX,1
24,14,1202,BOS,EWR,22
24,14,1202,EWR,BOS,13
24,14,1209,EWR,SLC,-4
24,14,1235,EWR,SRQ,-2
24,14,1237,EWR,LAX,0
24,14,1241,EWR,LAX,-1
24,14,1244,MIA,EWR,9
24,14,1246,FLL,EWR,-8
24,14,1248,EWR,ORD,12
24,14,1259,EWR,TPA,2
24,14,1265,MIA,EWR,145
24,14,1298,PBI,EWR,6
24,14,1405,EWR,PBI,92
24,14,1415,EWR,MIA,-4
24,14,1422,EWR,BOS,-2
24,14,1463,SRQ,EWR,-6
24,14,1464,EWR,BOS,-5
24,14,1469,EWR,BOS,68
24,14,1472,EWR,JAX,-3
24,14,1481,EWR,RSW,-6
24,14,1482,STT,EWR,36
24,14,1483,EWR,SFO,8
24,14,1493,BOS,EWR,-9
24,14,1493,EWR,LAX,1
24,14,1504,PBI,EWR,34
24,14,1519,EWR,STT,40
24,14,1523,BDL,EWR,-2
24,14,1523,EWR,SJU,13
24,14,1527,EWR,MCO,-2
24,14,1527,MIA,EWR,-3
24,14,1530,MCO,EWR,-4
24,14,1534,EWR,IAH,-4
24,14,1538,EWR,PBI,2
24,14,1539,EWR,CLE,111
24,14,1543,EWR,SJU,0
24,14,1545,BOS,EWR,-7
24,14,1551,BOS,EWR,8
24,14,1552,EWR,PBI,-5
24,14,1552,PHX,EWR,6
24,14,1555,RSW,EWR,29
24,14,1563,EWR,MSY,30
24,14,1579,TPA,EWR,17
24,14,1583,EWR,LAS,3
24,14,1591,EWR,DEN,1
24,14,1593,EWR,SAN,1
24,14,1596,EWR,LAS,10
24,14,1600,PHX,EWR,-5
24,14,1611,EWR,PHX,13
24,14,1611,ORD,EWR,84
24,14,1612,TPA,EWR,-4
24,14,1614,MIA,EWR,0
24,14,1621,EWR,SAN,10
24,14,1626,ORD,EWR,-1
24,14,1631,TPA,EWR,111
24,14,1633,EWR,PBI,-5
24,14,1640,EWR,TPA,-4
24,14,1640,LAX,EWR,15
24,14,1658,SNA,EWR,-10
24,14,1666,EWR,BOS,-2
24,14,1666,IAH,EWR,-6
24,14,1682,SFO,EWR,-3
24,14,1695,SEA,EWR,-7
24,14,1696,EWR,SEA,-1
24,14,1746,EWR,FLL,25
24,14,1760,PDX,EWR,-4
24,14,1766,EWR,CLE,43
24,14,1771,DEN,EWR,-1
24,14,1773,EWR,LAX,9
24,14,1774,DEN,EWR,146
24,14,1774,EWR,FLL,-1
24,14,1775,EWR,BOS,16
24,14,1775,MCO,EWR,0
24,14,1788,EWR,MCO,-2
24,14,1790,EWR,FLL,-2
24,14,1794,EWR,LAS,-2
24,14,1796,SFO,EWR,-2
24,14,1803,EWR,ORD,116
24,14,1803,SJU,EWR,48
24,14,1807,LAX,EWR,-7
24,14,1810,EWR,IAH,2
24,14,1818,EWR,ORD,3
24,14,1823,RDU,EWR,-6
24,14,1827,EWR,SAN,-2
24,14,1849,EWR,ATL,-7
24,14,1849,RDU,EWR,-6
24,14,1857,EWR,RSW,-7
24,14,1861,PBI,EWR,-12
24,14,1865,EWR,EGE,-3
24,14,1866,EWR,DFW,-7
24,14,1867,IAH,EWR,41
24,14,1878,EWR,MIA,-8
24,14,1882,LAX,EWR,7
24,14,1885,EWR,SFO,94
24,14,1890,EWR,TPA,-1
24,14,1898,EWR,CLE,129
24,14,1898,PBI,EWR,159
24,14,1908,PBI,EWR,150
24,14,1909,EWR,LAS,10
24,14,1913,EWR,LAX,2
24,14,1920,EWR,SFO,-6
24,14,1922,MCO,EWR,14
24,14,1923,EWR,MIA,46
24,14,1923,SNA,EWR,-6
24,14,1927,DFW,EWR,184
24,14,1928,BOS,EWR,17
24,14,1929,EWR,PHX,2
24,14,1929,SEA,EWR,-4
24,14,1935,PBI,EWR,-10
24,14,1939,EWR,MCO,-4
24,14,1946,BOS,EWR,-6
24,14,1959,ORD,EWR,-1
24,14,1960,LAX,EWR,0
24,14,1961,EWR,DEN,0
24,14,1961,LAX,EWR,5
24,14,1965,MCO,EWR,37
24,14,1970,EWR,ATL,5
24,14,1972,IAD,EWR,69
24,14,1974,MIA,EWR,17
24,14,1976,PHX,EWR,-2
24,14,1978,EWR,SFO,-3
24,14,1979,IAH,EWR,-3
24,14,1980,MCO,EWR,1
24,14,1983,EWR,TPA,1
24,14,1985,FLL,EWR,52
24,14,1986,DFW,EWR,-5
24,14,1987,MSP,EWR,213
24,14,1989,EWR,ATL,-9
24,14,1991,EWR,SFO,3
24,14,1992,EWR,IAD,3
24,14,1995,ORD,EWR,127
24,14,1997,LAX,EWR,-2
24,14,1998,EWR,DFW,-4
24,14,2001,EWR,ORD,-4
24,14,2007,MSY,EWR,-11
24,14,2011,SLC,EWR,3
24,14,2012,EWR,SNA,1
24,14,2012,FLL,EWR,-6
24,14,2015,EWR,ORD,161
24,14,2016,EWR,BOS,-4
24,14,2033,EWR,MIA,-2
24,14,2034,EWR,RDU,-7
24,14,2043,FLL,EWR,-1
24,14,2044,EWR,FLL,-6
24,14,2380,EWR,SFO,-7
24,14,2381,SFO,EWR,-4
24,9,132,DFW,EWR,-3
24,9,1072,EWR,PHX,-7
24,9,1078,MIA,EWR,-3
24,9,1108,EWR,CLT,80
24,9,1121,CLT,EWR,62
24,9,1134,EWR,DFW,-13
24,9,1229,DFW,EWR,37
24,9,1262,EWR,CLT,-14
24,9,1890,CLT,EWR,-6
24,9,1897,CLT,EWR,-11
24,9,1915,EWR,CLT,-14
24,9,2007,CLT,EWR,-7
24,6,8,SEA,EWR,40
24,6,11,EWR,SEA,32
24,6,17,EWR,SEA,16
24,6,757,EWR,PDX,-12
24,6,772,SAN,EWR,81
24,6,773,EWR,SAN,73
24,6,774,PDX,EWR,-6
24,11,305,EWR,FLL,
24,11,306,FLL,EWR,-6
24,11,327,EWR,MCO,-12
24,11,328,MCO,EWR,46
24,11,428,MCO,EWR,-6
24,11,506,FLL,EWR,0
24,11,527,EWR,MCO,-2
24,11,543,EWR,PBI,79
24,11,544,PBI,EWR,55
24,11,573,EWR,TPA,50
24,11,574,TPA,EWR,-16
24,11,605,EWR,FLL,-15
24,11,644,PBI,EWR,-10
24,12,4103,RIC,EWR,99
24,12,4104,MKE,EWR,-1
24,12,4106,EWR,BNA,74
24,12,4111,CHS,EWR,5
24,12,4113,IND,EWR,139
24,12,4115,CHA,EWR,225
24,12,4118,CAK,EWR,260
24,12,4119,EWR,RIC,33
24,12,4124,ROC,EWR,-6
24,12,4132,EWR,CHA,121
24,12,4133,EWR,PVD,92
24,12,4135,EWR,DCA,-4
24,12,4136,EWR,CMH,-3
24,12,4156,EWR,DCA,-5
24,12,4160,EWR,BUF,15
24,12,4161,DCA,EWR,70
24,12,4165,EWR,MKE,88
24,12,4166,EWR,IND,20
24,12,4166,GSP,EWR,-10
24,12,4170,IND,EWR,34
24,12,4171,CHA,EWR,-5
24,12,4171,EWR,STL,57
24,12,4191,PWM,EWR,
24,12,4200,DCA,EWR,-8
24,12,4202,EWR,STL,3
24,12,4204,OMA,EWR,21
24,12,4205,RIC,EWR,81
24,12,4224,RIC,EWR,228
24,12,4226,CMH,EWR,-18
24,12,4227,MEM,EWR,9
24,12,4233,BTV,EWR,151
24,12,4234,DCA,EWR,174
24,12,4235,BNA,EWR,-6
24,12,4237,EWR,MEM,-5
24,12,4238,SBN,EWR,-20
24,12,4241,DCA,EWR,15
24,12,4243,CLE,EWR,19
24,12,4244,EWR,MEM,25
24,12,4245,SDF,EWR,151
24,12,4253,BNA,EWR,81
24,12,4253,EWR,FWA,136
24,12,4254,EWR,BUF,164
24,12,4255,CHS,EWR,35
24,12,4255,EWR,BNA,-5
24,12,4265,EWR,CLE,15
24,12,4274,EWR,CHS,37
24,12,4274,PWM,EWR,236
24,12,4277,EWR,ORF,-4
24,12,4279,EWR,GSP,-6
24,12,4283,EWR,RIC,18
24,12,4286,GSO,EWR,7
24,12,4299,EWR,DCA,160
24,12,4308,EWR,SBN,153
24,12,4319,EWR,STL,16
24,12,4324,CLE,EWR,253
24,12,4334,CMH,EWR,-9
24,12,4343,GRR,EWR,-9
24,12,4347,EWR,BNA,-3
24,12,4348,DCA,EWR,-5
24,12,4348,EWR,STL,-6
24,12,4355,STL,EWR,72
24,12,4361,EWR,TYS,5
24,12,4364,BUF,EWR,
24,12,4365,FNT,EWR,0
24,5,901,TTN,ATL,32
24,5,900,ATL,TTN,-3
24,5,1983,TTN,PGD,0
24,5,1982,PGD,TTN,-8
24,5,933,TTN,CLT,-1
24,5,932,CLT,TTN,-17
24,5,290,TPA,TTN,-5
24,5,917,TTN,MCO,5
24,5,920,MCO,TTN,-4
24,5,941,TTN,PBI,4
24,5,938,PBI,TTN,-7
24,5,913,TTN,TPA,-10
24,10,218,FLL,ACY,-9
24,10,235,ACY,FLL,-2
24,10,259,ACY,FLL,-9
24,10,262,FLL,ACY,-8
24,10,265,ACY,FLL,139
24,10,268,FLL,ACY,-4
24,10,303,ACY,MCO,-8
24,10,304,MCO,ACY,-8
24,10,311,ACY,MCO,-4
24,10,341,ACY,TPA,10
24,10,348,TPA,ACY,-4
24,10,350,MYR,ACY,77
24,10,379,ACY,MYR,-16
24,10,441,TPA,ACY,-7
24,10,448,ACY,TPA,-10
24,10,521,EWR,FLL,
24,10,522,FLL,EWR,-5
24,10,523,EWR,FLL,-4
24,10,524,FLL,EWR,32
24,10,525,EWR,FLL,47
24,10,526,FLL,EWR,121
24,10,527,EWR,FLL,97
24,10,528,FLL,EWR,38
24,8,1121,AUS,EWR,-2
25,9,367,MIA,EWR,9
25,9,413,EWR,PHX,1
25,9,1301,EWR,MIA,-9
25,9,1324,ORD,EWR,-6
25,9,1435,CLT,EWR,-7
25,9,1451,EWR,CLT,-4
25,9,1467,PHX,EWR,10
25,9,1489,CLT,EWR,-4
25,11,1289,EWR,SJU,-2
25,11,1290,SJU,EWR,45
25,11,1406,FLL,EWR,-7
25,11,1443,EWR,PBI,7
25,11,1444,PBI,EWR,-11
25,11,1511,EWR,RSW,53
25,11,1512,RSW,EWR,-14
25,11,1727,EWR,MCO,26
25,11,1728,MCO,EWR,-3
25,11,1827,EWR,MCO,-9
25,12,3767,EWR,CMH,-6
25,12,3773,EWR,SDF,-6
25,12,3774,BUF,EWR,-4
25,12,3777,EWR,CAK,0
25,12,3782,EWR,RIC,-3
25,12,3786,EWR,BUF,-7
25,12,3787,EWR,CHS,-8
25,12,3788,EWR,GSO,-2
25,12,3794,EWR,ORF,-4
25,12,3795,EWR,PWM,-3
25,12,3809,GRR,EWR,10
25,12,3813,EWR,DCA,-1
25,12,3824,CMH,EWR,0
25,12,3827,BWI,EWR,44
25,12,3840,STL,EWR,-6
25,12,3860,DCA,EWR,16
25,12,3864,EWR,ROC,6
25,8,1121,AUS,EWR,16
25,8,377,DEN,EWR,0
25,8,1444,DEN,EWR,-2
25,8,2260,DEN,EWR,-3
25,8,1515,EWR,AUS,-7
25,8,1727,EWR,DEN,-6
25,8,4508,EWR,DEN,-5
25,8,6146,EWR,DEN,-8
25,8,202,EWR,MCO,-3
25,8,1121,EWR,MCO,12
25,8,783,EWR,MDW,-5
25,8,788,EWR,MDW,59
25,8,790,EWR,MDW,-5
25,8,1695,EWR,MDW,-7
25,8,1790,EWR,MDW,-7
25,8,1806,EWR,PHX,6
25,8,339,EWR,STL,13
25,8,784,EWR,STL,-8
25,8,339,MCO,EWR,43
25,8,1515,MCO,EWR,7
25,8,134,MDW,EWR,-4
25,8,782,MDW,EWR,-5
25,8,789,MDW,EWR,29
25,8,1827,MDW,EWR,-3
25,8,1960,MDW,EWR,-2
25,8,1765,PHX,EWR,-2
25,9,952,DFW,EWR,-6
25,9,1032,EWR,PHX,-5
25,9,1037,EWR,MIA,9
25,9,1037,MIA,EWR,-4
25,9,1056,ORD,EWR,-5
25,9,1726,EWR,CLT,-6
25,9,1757,CLT,EWR,-3
25,9,1774,PHX,EWR,-2
25,9,1830,EWR,CLT,-2
25,9,1842,EWR,CLT,-9
25,9,2578,EWR,ORD,-7
25,11,5,EWR,FLL,-11
25,11,6,FLL,EWR,-5
25,11,12,RSW,EWR,-13
25,11,27,EWR,MCO,2
25,11,28,MCO,EWR,-9
25,11,127,EWR,MCO,-4
25,11,205,EWR,FLL,4
25,11,211,EWR,RSW,-8
25,11,228,MCO,EWR,0
25,11,705,EWR,FLL,5
25,11,706,FLL,EWR,17
25,11,805,EWR,FLL,3
25,11,811,EWR,RSW,-9
25,11,812,RSW,EWR,-7
25,11,828,MCO,EWR,-11
25,11,927,EWR,MCO,-1
25,11,928,MCO,EWR,-5
25,11,1005,EWR,FLL,-8
25,11,1143,EWR,PBI,-6
25,12,4368,STL,EWR,-2
25,12,4372,DCA,EWR,8
25,12,4373,EWR,DCA,-3
25,12,4374,EWR,BTV,-7
25,12,4380,MHT,EWR,-9
25,12,4382,DCA,EWR,-2
25,12,4393,EWR,IND,-4
25,12,4395,EWR,OMA,11
25,12,4401,MKE,EWR,-7
25,12,4406,EWR,FNT,23
25,12,4409,RIC,EWR,-2
25,12,4413,LEX,EWR,89
25,12,4417,OMA,EWR,14
25,12,4420,ORF,EWR,-9
25,12,4421,EWR,DCA,33
25,12,4434,EWR,MHT,11
25,12,4441,SDF,EWR,55
25,12,4455,STL,EWR,-7
25,12,4457,DSM,EWR,-10
25,12,4457,EWR,LEX,110
25,12,4458,EWR,IND,11
25,12,4459,BTV,EWR,32
25,12,5211,DTW,EWR,-9
25,12,5211,EWR,DTW,-12
25,15,1178,SFO,EWR,14
25,15,156,LAX,EWR,-6
25,15,162,LAX,EWR,-9
25,15,165,EWR,LAX,-1
25,15,166,LAX,EWR,1
25,15,167,EWR,LAX,-6
25,15,169,EWR,LAX,-5
25,15,174,SFO,EWR,-3
25,15,176,SFO,EWR,0
25,15,187,EWR,SFO,6
25,15,193,EWR,SFO,-4
25,15,195,EWR,SFO,-8
25,8,1731,STL,EWR,-3
25,8,4654,STL,EWR,-3
25,9,1598,EWR,ORD,-4
25,9,1598,PHX,EWR,1
25,9,1614,EWR,MIA,-9
25,9,1649,CLT,EWR,-5
25,9,1677,EWR,CLT,-6
25,9,2262,EWR,DFW,-3
25,9,2294,EWR,DFW,-3
25,9,2321,EWR,DFW,-4
25,9,2390,DFW,EWR,0
25,11,1973,EWR,TPA,7
25,11,2006,FLL,EWR,-10
25,11,2074,TPA,EWR,-8
25,11,2106,FLL,EWR,-6
25,11,2279,BOS,EWR,-7
25,11,2280,EWR,BOS,-10
25,11,2379,BOS,EWR,-4
25,11,2380,EWR,BOS,-9
25,11,2579,BOS,EWR,-8
25,11,2580,EWR,BOS,-9
25,11,2679,BOS,EWR,-4
25,11,2680,EWR,BOS,-10
25,7,504,ATL,EWR,-4
25,7,540,EWR,DTW,-5
25,7,575,EWR,ATL,-6
25,7,635,ATL,EWR,-2
25,7,673,EWR,ATL,-7
25,7,728,ATL,EWR,-3
25,7,728,EWR,ATL,-8
25,7,1146,DTW,EWR,10
25,7,1191,ATL,EWR,6
25,7,1352,EWR,SLC,50
25,7,1352,SLC,EWR,32
25,7,1467,ATL,EWR,-2
25,7,1467,EWR,ATL,-1
25,7,1636,EWR,DTW,-7
25,7,1829,DTW,EWR,-3
25,7,1878,ATL,EWR,-2
25,7,2042,ATL,EWR,-2
25,7,2042,EWR,ATL,-11
25,7,2141,EWR,ATL,-4
25,7,2280,EWR,ATL,-9
25,7,2343,ATL,EWR,-4
25,7,2343,EWR,ATL,-9
25,7,2415,ATL,EWR,-1
25,7,2558,EWR,ATL,88
25,7,2785,EWR,ATL,-7
25,7,2814,ATL,EWR,-2
25,12,3881,ROC,EWR,49
25,12,3885,EWR,GRR,61
25,12,3886,IND,EWR,-8
25,12,3898,EWR,MHT,-3
25,12,3899,MEM,EWR,-10
25,12,3908,EWR,GSO,-4
25,12,3914,MSN,EWR,-2
25,12,3945,BNA,EWR,6
25,12,3945,EWR,MKE,35
25,12,3950,GSO,EWR,-5
25,12,3953,CLE,EWR,24
25,12,3954,EWR,CHS,-4
25,12,3962,EWR,ROC,14
25,12,3965,EWR,BWI,43
25,12,3970,EWR,PWM,39
25,12,3989,BUF,EWR,125
25,12,3989,EWR,BTV,4
25,12,3992,IND,EWR,60
25,12,3996,EWR,STL,-4
25,12,4006,EWR,DCA,85
25,12,4006,MHT,EWR,6
25,12,4008,EWR,IND,49
25,12,4010,EWR,SDF,5
25,12,4016,EWR,MSN,-4
25,12,4016,FWA,EWR,-3
25,12,4022,EWR,OMA,-8
25,12,4034,EWR,GRR,17
25,12,4041,EWR,RIC,-6
25,12,4048,MKE,EWR,37
25,12,4056,EWR,DCA,15
25,12,4059,EWR,MKE,-3
25,12,4062,EWR,DSM,-3
25,12,4063,STL,EWR,-10
25,12,4070,TYS,EWR,-8
25,12,4071,CHS,EWR,-10
25,12,4081,DCA,EWR,3
25,12,4082,EWR,CHA,2
